Q,A
몬스테라의 물주기 알려 주세요.,"물주기 봄은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,여름은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,가을은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,겨울은 토양 표면이 말랐을때 충분히 관수함 "
몬스테라의 병충해 알려 주세요.,병충해는 가정과 온실 도입시 유의 제거 
무늬관음죽의 관리요구도 알려 주세요.,관리요구도는 필요함 
무늬관음죽의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
무늬관음죽의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
무늬관음죽의 생장속도 알려 주세요.,생장속도는 보통 
무늬관음죽의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
무늬관음죽의 겨울최저온도 알려 주세요.,겨울최저온도는 10℃ 
무늬관음죽의 습도 알려 주세요.,습도는 40 에서 70% 
무늬관음죽의 비료 알려 주세요.,비료는 보통 요구함 (가을에서 봄 한달에 한번 수용성 비료 줌) 
무늬관음죽의 토양 알려 주세요.,"토양은 산성, 중성 / 양질토, 모래 / 건조한토양 "
무늬관음죽의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
무늬관음죽의 병충해 알려 주세요.,"병충해는 작은벌레, 삽주벌레 등 (가정과 온실 도입시 유의 제거) "
무늬마삭줄의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
무늬마삭줄의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
무늬마삭줄의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
무늬마삭줄의 생장속도 알려 주세요.,생장속도는 보통 
무늬마삭줄의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
무늬마삭줄의 겨울최저온도 알려 주세요.,겨울최저온도는 5℃ 
무늬마삭줄의 습도 알려 주세요.,습도는 40 에서 70% 
무늬마삭줄의 비료 알려 주세요.,비료는 보통 요구함 (수용성 2에서 3개월에 한번씩 줌) 
무늬마삭줄의 토양 알려 주세요.,"토양은 산성, 중성, 알칼리성 / 점토, 양질토, 모래 / 건조한토양 "
무늬마삭줄의 물주기 알려 주세요.,"물주기 봄은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,여름은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,가을은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,겨울은 토양 표면이 말랐을때 충분히 관수함 "
무늬마삭줄의 병충해 알려 주세요.,병충해는 가정과 온실 도입시 유의 제거 
무늬벤자민고무나무의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
무늬벤자민고무나무의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
무늬벤자민고무나무의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
무늬벤자민고무나무의 생장속도 알려 주세요.,생장속도는 느림 
무늬벤자민고무나무의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
무늬벤자민고무나무의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
무늬벤자민고무나무의 습도 알려 주세요.,습도는 40 에서 70% 
무늬벤자민고무나무의 비료 알려 주세요.,비료는 보통 요구함 
무늬벤자민고무나무의 토양 알려 주세요.,"토양은 산성, 중성, 알칼리성 / 양질토, 모래 / 건조하고 배수가 잘되는 토양 "
무늬벤자민고무나무의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
무늬벤자민고무나무의 병충해 알려 주세요.,"병충해는 작은벌레, 삽주벌레 등 (가정과 온실 도입시 유의 제거) "
무늬산호수의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
무늬산호수의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
무늬산호수의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
무늬산호수의 생장속도 알려 주세요.,생장속도는 보통 
무늬산호수의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
무늬산호수의 겨울최저온도 알려 주세요.,겨울최저온도는 0℃ 이하 
무늬산호수의 습도 알려 주세요.,습도는 40 에서 70% 
무늬산호수의 비료 알려 주세요.,비료는 보통 요구함(완효성 한달에 한번 줌) 
무늬산호수의 토양 알려 주세요.,토양은 산성 / 양질토 / 건조하고 배수가 잘되는 토양 
무늬산호수의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
무늬산호수의 병충해 알려 주세요.,"병충해는 작은벌레, 삽주벌레 등 (가정과 온실 도입시 유의 제거) "
무늬석창포의 관리요구도 알려 주세요.,관리요구도는 낮음 (잘 견딤) 
무늬석창포의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
무늬석창포의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
무늬석창포의 생장속도 알려 주세요.,생장속도는 느림 
무늬석창포의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
무늬석창포의 겨울최저온도 알려 주세요.,겨울최저온도는 0℃ 이하 
무늬석창포의 습도 알려 주세요.,습도는 40 에서 70% 
무늬석창포의 비료 알려 주세요.,비료는 보통 요구함 
무늬석창포의 토양 알려 주세요.,"토양은 산성, 중성 / 점토, 양질토, 모래 "
무늬석창포의 물주기 알려 주세요.,"물주기 봄은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,여름은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,가을은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
무늬석창포의 병충해 알려 주세요.,병충해는 질병 거의 없음 / 곤충에 약함 (가정과 온실 도입시 유의 제거) 
무늬쉐플레라'홍콩'의 관리요구도 알려 주세요.,관리요구도는 필요함 
무늬쉐플레라'홍콩'의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
무늬쉐플레라'홍콩'의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
무늬쉐플레라'홍콩'의 생장속도 알려 주세요.,생장속도는 보통 
무늬쉐플레라'홍콩'의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
무늬쉐플레라'홍콩'의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
무늬쉐플레라'홍콩'의 습도 알려 주세요.,습도는 40 에서 70% 
무늬쉐플레라'홍콩'의 비료 알려 주세요.,비료는 보통 요구함 (봄부터 초가을까지 한달에 1번 정도 줌) 
무늬쉐플레라'홍콩'의 토양 알려 주세요.,"토양은 산성, 중성, 알칼리성 / 양질토, 모래 "
무늬쉐플레라'홍콩'의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
무늬쉐플레라'홍콩'의 병충해 알려 주세요.,병충해는 가정과 온실 도입시 유의 제거 
무늬알피니아의 관리요구도 알려 주세요.,관리요구도는 낮음 (잘 견딤) 
무늬알피니아의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
무늬알피니아의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
무늬알피니아의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
무늬알피니아의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
무늬알피니아의 습도 알려 주세요.,습도는 40 에서 70% 
무늬알피니아의 비료 알려 주세요.,비료는 보통 요구함 
무늬유카의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
무늬유카의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
무늬유카의 배치장소 알려 주세요.,"배치장소는 발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
무늬유카의 생장속도 알려 주세요.,생장속도는 보통 
무늬유카의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
무늬유카의 겨울최저온도 알려 주세요.,겨울최저온도는 7℃ 
무늬유카의 습도 알려 주세요.,습도는 40 에서 70% 
무늬유카의 비료 알려 주세요.,비료는 보통 요구함 
무늬유카의 토양 알려 주세요.,토양은 가볍고 건조한 토양 
무늬유카의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
무늬접란의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
무늬접란의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
무늬접란의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
무늬접란의 생장속도 알려 주세요.,생장속도는 보통 
무늬접란의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
무늬접란의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
무늬접란의 습도 알려 주세요.,습도는 40 에서 70% 
무늬접란의 비료 알려 주세요.,비료는 보통 요구함 
무늬접란의 토양 알려 주세요.,"토양은 산성, 중성, 알칼리성 / 양질토, 모래 "
무늬접란의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
무늬접란의 병충해 알려 주세요.,병충해는 가정과 온실 도입시 유의 제거 
무늬털머위의 관리요구도 알려 주세요.,관리요구도는 낮음 (잘 견딤) 
무늬털머위의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
무늬털머위의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
무늬털머위의 생장속도 알려 주세요.,생장속도는 보통 
무늬털머위의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
무늬털머위의 겨울최저온도 알려 주세요.,겨울최저온도는 5℃ 
무늬털머위의 습도 알려 주세요.,습도는 40 에서 70% 
무늬털머위의 비료 알려 주세요.,비료는 보통 요구함 
무늬털머위의 토양 알려 주세요.,"토양은 양질토, 모래 "
무늬털머위의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 토양 표면이 말랐을때 충분히 관수함 "
무늬털머위의 병충해 알려 주세요.,병충해는 가정과 온실 도입시 유의 제거 
무늬팻츠헤데라의 관리요구도 알려 주세요.,관리요구도는 필요함 
무늬팻츠헤데라의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
무늬팻츠헤데라의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
